Event ID,Disease,Serotype,latitude,longitude,Locality,Country,Region,observation date,report date,Species,Diagnosis Source,Humans Affected,Human Deaths,Diagnosis Status
281221,Bluetongue,;Not specified;,40.848711,20.363596,Kukur,Albania,Europe,2020-08-09T00:00:00Z,2020-10-23T00:00:00Z,"Domestic,Cattle,Domestic,Sheep,",WOAH (former OIE),,,Confirmed
281220,Bluetongue,;Not specified;,40.797924,20.383149,Rmath village,Albania,Europe,2020-08-09T00:00:00Z,2020-10-23T00:00:00Z,"Domestic,Cattle,Domestic,Sheep,",WOAH (former OIE),,,Confirmed
281224,Bluetongue,;Not specified;,40.136432,20.593877,Qender Leskovik,Albania,Europe,2020-08-10T00:00:00Z,2020-10-23T00:00:00Z,"Domestic,Goat/sheep ,",WOAH (former OIE),,,Confirmed
281223,Bluetongue,;Not specified;,40.310023,20.670668,Taç Lart,Albania,Europe,2020-08-10T00:00:00Z,2020-10-23T00:00:00Z,"Domestic,Cattle,Domestic,Sheep,",WOAH (former OIE),,,Confirmed
281222,Bluetongue,;Not specified;,41.100664,20.264089,Gurshpate,Albania,Europe,2020-08-10T00:00:00Z,2020-10-23T00:00:00Z,"Domestic,Cattle,Domestic,Sheep,",WOAH (former OIE),,,Confirmed
281226,Bluetongue,;Not specified;,41.251651,20.255393,Zdrajsh Veri,Albania,Europe,2020-08-22T00:00:00Z,2020-10-23T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
281219,Bluetongue,;Not specified;,41.208577,20.250504,Kuturman village,Albania,Europe,2020-08-06T00:00:00Z,2020-10-23T00:00:00Z,"Domestic,Cattle,Domestic,Goats,Domestic,Sheep,",WOAH (former OIE),,,Confirmed
281225,Bluetongue,;Not specified;,41.117732,20.555891,Skenderbej,Albania,Europe,2020-08-12T00:00:00Z,2020-10-23T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
281978,Bluetongue,;4;,41.466389,20.027778,Marena,Albania,Europe,2020-10-27T00:00:00Z,2020-11-10T00:00:00Z,"Domestic,Goat/sheep ,",WOAH (former OIE),,,Confirmed
393862,Bluetongue,;4;,47.975,16.607,143996MANNERSDORF AM LEITHAGEBIRGE,Austria,Europe,2024-10-22T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393838,Bluetongue,;4;,47.351,16.116,145819PINKAFELD,Austria,Europe,2024-11-20T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393872,Bluetongue,;4;,46.671,14.006,143986OSSIACH,Austria,Europe,2024-10-01T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393855,Bluetongue,;4;,46.737,14.155,145798ST. URBAN,Austria,Europe,2024-11-08T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393849,Bluetongue,;4;,46.737,14.155,145804ST. URBAN,Austria,Europe,2024-11-06T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393831,Bluetongue,;4;,46.635,14.214,146052KRUMPENDORF AM WÖRTHERSEE,Austria,Europe,2024-11-25T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
387986,Bluetongue,;4;,46.56,14.38,140752 KLAGENFURT-LAND,Austria,Europe,2024-09-19T00:00:00Z,2024-10-04T00:00:00Z,"Domestic,Sheep,Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393818,Bluetongue,;4;,46.79,14.183,146065FRAUENSTEIN,Austria,Europe,2024-12-10T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393835,Bluetongue,;4;,46.783,14.393,146048ST. GEORGEN AM LÄNGSEE,Austria,Europe,2024-11-20T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393828,Bluetongue,;4;,46.897,14.37,146055STRASSBURG,Austria,Europe,2024-12-02T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
387987,Bluetongue,;4;,46.768,13.35,140751 SPITTAL AN DER DRAU,Austria,Europe,2024-09-24T00:00:00Z,2024-10-04T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393860,Bluetongue,;4;,46.548,14.809,145680FEISTRITZ OB BLEIBURG,Austria,Europe,2024-11-04T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393820,Bluetongue,;4;,46.907,14.911,146063WOLFSBERG,Austria,Europe,2024-12-10T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393843,Bluetongue,;4;,46.869,14.898,145813FRANTSCHACH-ST. GERTRAUD,Austria,Europe,2024-11-13T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393819,Bluetongue,;4;,46.916,14.733,146064WOLFSBERG,Austria,Europe,2024-12-10T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393870,Bluetongue,;4;,46.748,14.773,143988ST. ANDRÄ,Austria,Europe,2024-10-01T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393844,Bluetongue,;4;,46.886,14.803,145811WOLFSBERG,Austria,Europe,2024-11-13T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393866,Bluetongue,;4;,46.656,14.964,143992LAVAMÜND,Austria,Europe,2024-10-17T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Sheep,",WOAH (former OIE),,,Confirmed
393833,Bluetongue,;4;,46.728,14.916,146050ST. GEORGEN IM LAVANTTAL,Austria,Europe,2024-11-26T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393836,Bluetongue,;4;,48.061,14.617,146047WEISTRACH,Austria,Europe,2024-11-21T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393830,Bluetongue,;4;,47.786,14.777,146053HOLLENSTEIN AN DER YBBS,Austria,Europe,2024-11-27T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393845,Bluetongue,;4;,47.827,15.977,145810MIESENBACH,Austria,Europe,2024-11-14T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393851,Bluetongue,;4;,47.823,14.637,145802WEYER,Austria,Europe,2024-11-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393852,Bluetongue,;4;,47.726,14.595,145801WEYER,Austria,Europe,2024-11-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393946,Bluetongue,;3;,47.39,13.409,145754ALTENMARKT IM PONGAU,Austria,Europe,2024-11-12T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393842,Bluetongue,;4;,47.416,15.309,145814BRUCK AN DER MUR,Austria,Europe,2024-12-02T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393847,Bluetongue,;4;,46.689,15.197,145807EIBISWALD,Austria,Europe,2024-11-08T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393813,Bluetongue,;4;,46.727,15.296,146070PÖLFING-BRUNN,Austria,Europe,2024-12-13T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393848,Bluetongue,;4;,46.895,15.061,145806DEUTSCHLANDSBERG,Austria,Europe,2024-11-06T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393814,Bluetongue,;4;,46.778,15.3,146069SANKT MARTIN IM SULMTAL,Austria,Europe,2024-12-13T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393829,Bluetongue,;4;,46.908,15.985,146054FEHRING,Austria,Europe,2024-11-28T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393923,Bluetongue,;3;,47.066,15.602,145783NESTELBACH BEI GRAZ,Austria,Europe,2024-11-21T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393875,Bluetongue,;4;,47.022,15.608,143983NESTELBACH BEI GRAZ,Austria,Europe,2024-10-02T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393873,Bluetongue,;4;,47.027,15.598,143985NESTELBACH BEI GRAZ,Austria,Europe,2024-10-03T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393817,Bluetongue,;4;,46.949,15.36,146066DOBL-ZWARING,Austria,Europe,2024-12-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393824,Bluetongue,;4;,47.02,15.312,146059HITZENDORF,Austria,Europe,2024-12-09T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393840,Bluetongue,;4;,47.115,15.211,145817STIWOLL,Austria,Europe,2024-11-26T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393825,Bluetongue,;4;,47.183,15.222,146058DEUTSCHFEISTRITZ,Austria,Europe,2024-12-09T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393821,Bluetongue,;4;,47.225,14.806,146062SPIELBERG,Austria,Europe,2024-12-10T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393846,Bluetongue,;4;,47.204,14.893,145808SANKT MARGARETHEN BEI KNITTELFELD,Austria,Europe,2024-11-18T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393850,Bluetongue,;4;,47.268,14.829,145803KOBENZ,Austria,Europe,2024-11-08T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393861,Bluetongue,;4;,47.147,14.854,143997LOBMINGTAL,Austria,Europe,2024-10-25T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393864,Bluetongue,;4;,46.757,15.411,143994GROSSKLEIN,Austria,Europe,2024-10-17T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393865,Bluetongue,;4;,46.791,15.481,143993KITZECK IM SAUSAL,Austria,Europe,2024-10-17T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
386279,Bluetongue,;4;,47.37,14.98,ob_139671 - TKH-2024-332 - Leoben,Austria,Europe,2024-09-10T00:00:00Z,2024-09-13T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393815,Bluetongue,;4;,47.387,14.939,146068KAMMERN IM LIESINGTAL,Austria,Europe,2024-12-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393832,Bluetongue,;4;,47.402,15.018,146051SANKT PETER-FREIENSTEIN,Austria,Europe,2024-11-26T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393839,Bluetongue,;4;,47.393,15.014,145818SANKT PETER-FREIENSTEIN,Austria,Europe,2024-11-20T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393841,Bluetongue,;4;,47.656,14.754,145816LANDL,Austria,Europe,2024-11-14T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393869,Bluetongue,;4;,47.141,14.409,143989SCHEIFLING,Austria,Europe,2024-10-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393816,Bluetongue,;4;,47.204,14.206,146067ST. PETER AM KAMMERSBERG,Austria,Europe,2024-12-10T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393834,Bluetongue,;4;,47.453,15.485,146049STANZ IM MÜRZTAL,Austria,Europe,2024-11-26T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393874,Bluetongue,;4;,46.983,15.247,143984MOOSKIRCHEN,Austria,Europe,2024-09-27T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Sheep,",WOAH (former OIE),,,Confirmed
393853,Bluetongue,;4;,47.054,15.181,145800VOITSBERG,Austria,Europe,2024-11-05T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393868,Bluetongue,;4;,47.055,15.177,143990VOITSBERG,Austria,Europe,2024-10-15T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393859,Bluetongue,;4;,47.007,15.132,145681SANKT MARTIN AM WÖLLMISSBERG,Austria,Europe,2024-10-30T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393867,Bluetongue,;4;,47.003,15.122,143991SANKT MARTIN AM WÖLLMISSBERG,Austria,Europe,2024-10-15T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
387989,Bluetongue,;4;,47.08,15.2,140749 VOITSBERG,Austria,Europe,2024-09-20T00:00:00Z,2024-10-04T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393822,Bluetongue,;4;,47.013,15.017,146061EDELSCHROTT,Austria,Europe,2024-12-09T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393858,Bluetongue,;4;,46.998,15.096,145682SANKT MARTIN AM WÖLLMISSBERG,Austria,Europe,2024-10-30T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393827,Bluetongue,;4;,47.098,15.137,146056BÄRNBACH,Austria,Europe,2024-12-05T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393854,Bluetongue,;4;,47.03,15.225,145799STALLHOFEN,Austria,Europe,2024-11-06T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
387988,Bluetongue,;4;,47.029,15.234,140750 VOITSBERG,Austria,Europe,2024-09-25T00:00:00Z,2024-10-04T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393857,Bluetongue,;4;,47.177,15.127,145794GEISTTHAL-SÖDINGBERG,Austria,Europe,2024-11-06T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393856,Bluetongue,;4;,47.121,15.149,145797GEISTTHAL-SÖDINGBERG,Austria,Europe,2024-11-05T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393826,Bluetongue,;4;,47.02,15.199,146057KROTTENDORF-GAISFELD,Austria,Europe,2024-12-02T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393871,Bluetongue,;4;,47.084,15.141,143987BÄRNBACH,Austria,Europe,2024-10-05T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Sheep,",WOAH (former OIE),,,Confirmed
393876,Bluetongue,;4;,47.242,15.457,143982PASSAIL,Austria,Europe,2024-10-03T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393837,Bluetongue,;4;,47.299,15.673,145820ANGER,Austria,Europe,2024-11-22T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393863,Bluetongue,;4;,47.054,15.784,143995ST. MARGARETHEN AN DER RAAB,Austria,Europe,2024-10-24T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393823,Bluetongue,;4;,47.245,15.484,146060PASSAIL,Austria,Europe,2024-12-09T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393921,Bluetongue,;3;,47.425,12.207,145785WESTENDORF,Austria,Europe,2024-11-25T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393947,Bluetongue,;3;,47.415,12.14,145753HOPFGARTEN IM BRIXENTAL,Austria,Europe,2024-10-24T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393927,Bluetongue,;3;,47.675,12.2,145776ERL,Austria,Europe,2024-11-14T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393917,Bluetongue,;3;,47.489,11.976,145791BREITENBACH AM INN,Austria,Europe,2024-11-26T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393980,Bluetongue,;3;,47.638,12.229,145683EBBS,Austria,Europe,2024-11-07T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393995,Bluetongue,;3;,47.46,11.953,143980RADFELD,Austria,Europe,2024-10-24T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393976,Bluetongue,;3;,47.477,11.952,145687BREITENBACH AM INN,Austria,Europe,2024-11-07T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393905,Bluetongue,;3;,47.498,12.016,146019BREITENBACH AM INN,Austria,Europe,2024-11-27T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393915,Bluetongue,;3;,47.686,12.215,146007ERL,Austria,Europe,2024-11-27T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393904,Bluetongue,;3;,47.657,12.225,146020NIEDERNDORF,Austria,Europe,2024-12-03T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393878,Bluetongue,;3;,47.463,11.936,146046BREITENBACH AM INN,Austria,Europe,2024-12-13T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393943,Bluetongue,;3;,47.467,11.912,145757KRAMSACH,Austria,Europe,2024-11-12T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394057,Bluetongue,;3;,47.648,12.23,143471KUFSTEIN,Austria,Europe,2024-11-07T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393975,Bluetongue,;3;,47.648,12.212,145688NIEDERNDORF,Austria,Europe,2024-11-07T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393942,Bluetongue,;3;,47.685,12.241,145758NIEDERNDORFERBERG,Austria,Europe,2024-11-12T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393916,Bluetongue,;3;,47.663,12.241,145793NIEDERNDORFERBERG,Austria,Europe,2024-11-27T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393988,Bluetongue,;3;,47.66,12.292,145654WALCHSEE,Austria,Europe,2024-10-29T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393892,Bluetongue,;3;,47.638,12.228,146032EBBS,Austria,Europe,2024-12-03T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393979,Bluetongue,;3;,47.635,12.247,145684EBBS,Austria,Europe,2024-11-07T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393945,Bluetongue,;3;,47.65,12.256,145755RETTENSCHÖSS,Austria,Europe,2024-11-12T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393919,Bluetongue,;3;,47.628,12.238,145788EBBS,Austria,Europe,2024-11-21T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393918,Bluetongue,;3;,47.643,12.228,145790EBBS,Austria,Europe,2024-11-27T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393989,Bluetongue,;3;,47.656,12.239,145653NIEDERNDORFERBERG,Austria,Europe,2024-10-29T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393944,Bluetongue,;3;,47.632,12.264,145756EBBS,Austria,Europe,2024-11-12T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393812,Bluetongue,;4;,47.682,12.181,146071ERL,Austria,Europe,2024-11-19T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393939,Bluetongue,;3;,47.306,10.486,145762HÄSELGEHR,Austria,Europe,2024-11-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393996,Bluetongue,;3;,47.345,11.726,143979SCHWAZ,Austria,Europe,2024-10-23T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394053,Bluetongue,;3;,47.3183,11.873,143609HART IM ZILLERTAL,Austria,Europe,2024-10-07T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393997,Bluetongue,;3;,47.348,11.72,143978SCHWAZ,Austria,Europe,2024-10-24T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393920,Bluetongue,;3;,47.373,11.748,145787BUCH IN TIROL,Austria,Europe,2024-11-25T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393941,Bluetongue,;3;,47.385,11.871,145759BRUCK AM ZILLER,Austria,Europe,2024-11-12T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393974,Bluetongue,;3;,47.3266,11.7015,145690SCHWAZ,Austria,Europe,2024-11-04T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394005,Bluetongue,;3;,47.372,11.862,143966BRUCK AM ZILLER,Austria,Europe,2024-10-15T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394027,Bluetongue,;3;,47.189,9.694,143651NENZING,Austria,Europe,2024-10-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393908,Bluetongue,;3;,47.196,9.729,146015BLUDESCH,Austria,Europe,2024-11-26T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393999,Bluetongue,;3;,47.149,9.759,143974BÜRSERBERG,Austria,Europe,2024-10-24T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394054,Bluetongue,;3;,47.218,9.825,143605BLUDENZ,Austria,Europe,2024-10-08T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394003,Bluetongue,;3;,47.185,9.778,143968LUDESCH,Austria,Europe,2024-10-22T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Sheep,",WOAH (former OIE),,,Confirmed
394074,Bluetongue,;3;,47.47,9.64,143644HÖCHST,Austria,Europe,2024-10-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393937,Bluetongue,;3;,47.482,9.588,145764GAISSAU,Austria,Europe,2024-11-07T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393906,Bluetongue,;3;,47.526,9.9,146018SULZBERG,Austria,Europe,2024-11-26T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394023,Bluetongue,;3;,47.428,9.869,143658EGG,Austria,Europe,2024-10-12T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393991,Bluetongue,;3;,47.476,9.957,145651HITTISAU,Austria,Europe,2024-10-28T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393936,Bluetongue,;3;,47.524,9.964,145765SULZBERG,Austria,Europe,2024-11-07T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393902,Bluetongue,;3;,47.346,9.887,146022MELLAU,Austria,Europe,2024-12-02T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393897,Bluetongue,;3;,47.524,9.941,146027SULZBERG,Austria,Europe,2024-12-02T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393893,Bluetongue,;3;,47.5,9.939,146031RIEFENSBERG,Austria,Europe,2024-12-02T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
387993,Bluetongue,;3;,47.43,9.91,140741 BREGENZ,Austria,Europe,2024-09-29T00:00:00Z,2024-10-04T00:00:00Z,"Domestic,Sheep,",WOAH (former OIE),,,Confirmed
393994,Bluetongue,;3;,47.502,9.804,145646LANGEN BEI BREGENZ,Austria,Europe,2024-10-28T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393928,Bluetongue,;3;,47.512,9.838,145775LANGEN BEI BREGENZ,Austria,Europe,2024-11-18T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394076,Bluetongue,;3;,47.5,9.7,141420BREGENZ,Austria,Europe,2024-10-03T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394033,Bluetongue,;3;,47.572,9.821,143638MÖGGERS,Austria,Europe,2024-10-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
394028,Bluetongue,;3;,47.552,9.759,143650HÖRBRANZ,Austria,Europe,2024-10-11T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
393984,Bluetongue,;3;,47.386,9.906,145658BEZAU,Austria,Europe,2024-11-04T00:00:00Z,2025-01-02T00:00:00Z,"Domestic,Cattle,",WOAH (former OIE),,,Confirmed
